M80,16.2833333333,-21.0166666667,"Other Names: NGC 6093
TYPE: Globular Cluster
Constellation: Scorpius
Viewing Season: Summer
Viewing Difficulty: Easy
Size: 8.9
Distance (ly): 27400";
M81,9.9266666667,69.0666666667,"Other Names: NGC 3031 Bode¹s Galaxy
TYPE: Spiral Galaxy
Constellation: Ursa Major
Viewing Season: Spring
Viewing Difficulty: Easy
Size: 21x10
Distance (ly): 12000000";
M82,9.93,69.6833333333,"Other Names: NGC 3034 Cigar Galaxy
TYPE: Irregular Galaxy
Constellation: Ursa Major
Viewing Season: Spring
Viewing Difficulty: Easy
Size: 9.x4
Distance (ly): 12000000";
M83,13.6166666667,-28.1333333333,"Other Names: NGC 5236 Southern Pinwheel Galaxy
TYPE: Spiral Galaxy
Constellation: Hydra
Viewing Season: Spring
Viewing Difficulty: Hard
Size: 11x10
Distance (ly): 15000000";
M84,12.4183333333,12.8833333333,"Other Names: NGC 4374
TYPE: Lenticular (S0) Galaxy
Constellation: Virgo
Viewing Season: Spring
Viewing Difficulty: Moderate
Size: 5
Distance (ly): 60000000";
M85,12.4233333333,18.1833333333,"Other Names: NGC 4382
TYPE: Lenticular (S0) Galaxy
Constellation: Coma Berenices
Viewing Season: Spring
Viewing Difficulty: Moderate
Size: 7.1x5.2
Distance (ly): 60000000";
M86,12.4366666667,12.95,"Other Names: NGC 4406
TYPE: Lenticular (S0) Galaxy
Constellation: Virgo
Viewing Season: Spring
Viewing Difficulty: Moderate
Size: 7.5x5.5
Distance (ly): 60000000";
M87,12.5133333333,12.4,"Other Names: NGC 4486 Virgo A
TYPE: Elliptical Galaxy
Constellation: Virgo
Viewing Season: Spring
Viewing Difficulty: Moderate
Size: 7
Distance (ly): 60000000";
M88,12.5333333333,14.4166666667,"Other Names: NGC 4501
TYPE: Spiral Galaxy
Constellation: Coma Berenices
Viewing Season: Spring
Viewing Difficulty: Moderate
Size: 7x4
Distance (ly): 60000000";
M89,12.595,12.55,"Other Names: NGC 4552
TYPE: Elliptical Galaxy
Constellation: Virgo
Viewing Season: Spring
Viewing Difficulty: Moderate
Size: 4
Distance (ly): 60000000";
M90,12.6133333333,13.1666666667,"Other Names: NGC 4569
TYPE: Spiral Galaxy
Constellation: Virgo
Viewing Season: Spring
Viewing Difficulty: Hard
Size: 9.5x4.5
Distance (ly): 60000000";
M91,12.59,14.5,"Other Names: NGC 4548
TYPE: Spiral Galaxy
Constellation: Coma Berenices
Viewing Season: Spring
Viewing Difficulty: Very Hard
Size: 5.4x4.4
Distance (ly): 60000000";
M92,17.285,43.1333333333,"Other Names: NGC 6341
TYPE: Globular Cluster
Constellation: Hercules
Viewing Season: summer
Viewing Difficulty: Easy
Size: 11.2
Distance (ly): 26400";
M93,7.7433333333,-22.1333333333,"Other Names: NGC 2447
TYPE: Open Cluster
Constellation: Puppis
Viewing Season: winter
Viewing Difficulty: Easy
Size: 22
Distance (ly): 3600";
M94,12.8483333333,41.1166666667,"Other Names: NGC 4736
TYPE: Spiral Galaxy
Constellation: Canes Venatici
Viewing Season: Spring
Viewing Difficulty: Moderate
Size: 7x3
Distance (ly): 14500000";
M95,10.7333333333,11.7,"Other Names: NGC 3351
TYPE: Spiral Galaxy
Constellation: Leo
Viewing Season: Spring
Viewing Difficulty: Hard
Size: 4.4x3.3
Distance (ly): 38000000";
M96,10.78,11.8166666667,"Other Names: NGC 3368
TYPE: Spiral Galaxy
Constellation: Leo
Viewing Season: Spring
Viewing Difficulty: Moderate
Size: 6x4
Distance (ly): 38000000";
M97,11.2466666667,55.0166666667,"Other Names: NGC 3587 Owl Nebula
TYPE: Planetary Nebula
Constellation: Ursa Major
Viewing Season: Spring
Viewing Difficulty: Very Hard
Size: 3.4x3.3
Distance (ly): 2600";
M98,12.23,14.9,"Other Names: NGC 4192
TYPE: Spiral Galaxy
Constellation: Coma Berenices
Viewing Season: Spring
Viewing Difficulty: Very Hard
Size: 9.5x3.2
Distance (ly): 60000000";
M99,12.3133333333,14.4166666667,"Other Names: NGC 4254
TYPE: Spiral Galaxy
Constellation: Coma Berenices
Viewing Season: Spring
Viewing Difficulty: Hard
Size: 5.4x4.8
Distance (ly): 60000000";
M100,12.3816666667,15.8166666667,"Other Names: NGC 4321
TYPE: Spiral Galaxy
Constellation: Coma Berenices
Viewing Season: Spring
Viewing Difficulty: Very Hard
Size: 7x6
Distance (ly): 60000000";
M101,14.0533333333,54.35,"Other Names: NGC 5457 Pinwheel Galaxy
TYPE: Spiral Galaxy
Constellation: Ursa Major
Viewing Season: Spring
Viewing Difficulty: Very Hard
Size: 22
Distance (ly): 27000000";
M102,15.1083333333,55.7666666667,"Other Names: NGC 5866 Spindle Galaxy
TYPE: Lenticular (S0) Galaxy
Constellation: Draco
Viewing Season: Summer
Viewing Difficulty: Hard
Size: 5.2x2.3
Distance (ly): 40000000";
M103,1.5533333333,60.7,"Other Names: NGC 581
TYPE: Open Cluster
Constellation: Cassiopeia
Viewing Season: Autumn
Viewing Difficulty: Easy
Size: 6
Distance (ly): 8000";
M104,12.6666666667,-10.3833333333,"Other Names: NGC 4594 Sombrero Galaxy
TYPE: Spiral Galaxy
Constellation: Virgo
Viewing Season: Spring
Viewing Difficulty: Easy
Size: 9x4
Distance (ly): 50000000";
M105,10.7966666667,12.5833333333,"Other Names: NGC 3379
TYPE: Elliptical Galaxy
Constellation: Leo
Viewing Season: Spring
Viewing Difficulty: Moderate
Size: 2
Distance (ly): 38000000";
M106,12.3166666667,47.3,"Other Names: NGC 4258
TYPE: Spiral Galaxy
Constellation: Canes Venatici
Viewing Season: Spring
Viewing Difficulty: Hard
Size: 19x8
Distance (ly): 25000000";
M107,16.5416666667,-12.95,"Other Names: NGC 6171
TYPE: Globular Cluster
Constellation: Ophiucus
Viewing Season: Summer
Viewing Difficulty: Hard
Size: 10
Distance (ly): 19600";
M108,11.1916666667,55.6666666667,"Other Names: NGC 3556
TYPE: Spiral Galaxy
Constellation: Ursa Major
Viewing Season: Spring
Viewing Difficulty: Hard
Size: 8x1
Distance (ly): 45000000";
M109,11.96,53.3833333333,"Other Names: NGC 3992
TYPE: Spiral Galaxy
Constellation: Ursa Major
Viewing Season: Spring
Viewing Difficulty: Hard
Size: 7x4
Distance (ly): 55000000";
M110,0.6733333333,41.6833333333,"Other Names: NGC 205 Satellite of M31
TYPE: Elliptical Galaxy
Constellation: Andromeda
Viewing Season: Autumn
Viewing Difficulty: Hard
Size: 17x10
Distance (ly): 2900000";
